"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"006038","Casaleggio Boiro","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"003039","Casaleggio Novara","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"004045","Casalgrasso","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"003040","Casalino","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",11,"p","dato provvisorio"
"006040","Casalnoceto","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"003041","Casalvolone","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"002033","Casanova Elvo","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"096014","Casapinta","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"006041","Casasco","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"001061","Cascinette d'Ivrea","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"001062","Caselette","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",16,"p","dato provvisorio"
"001063","Caselle Torinese","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",112,"p","dato provvisorio"
"005020","Casorzo","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"005021","Cassinasco","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"006043","Cassine","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",24,"p","dato provvisorio"
"006044","Cassinelle","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"001064","Castagneto Po","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"004046","Castagnito","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",16,"p","dato provvisorio"
"005022","Castagnole delle Lanze","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",30,"p","dato provvisorio"
"005023","Castagnole Monferrato","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"001065","Castagnole Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",15,"p","dato provvisorio"
"005024","Castel Boglione","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"005032","Castel Rocchero","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"004047","Casteldelfino","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"005025","Castell'Alfero","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",13,"p","dato provvisorio"
"001066","Castellamonte","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",75,"p","dato provvisorio"
"006046","Castellar Guidobono","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"003042","Castellazzo Novarese","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"005026","Castellero","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"096015","Castelletto Cervo","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"006048","Castelletto d'Erro","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"006049","Castelletto d'Orba","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"006051","Castelletto Monferrato","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"003043","Castelletto sopra Ticino","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",58,"p","dato provvisorio"
"004050","Castelletto Uzzone","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"004052","Castellino Tanaro","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"006054","Castelspina","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"004058","Cavallerleone","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"004059","Cavallermaggiore","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",48,"p","dato provvisorio"
"003047","Cavallirio","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"006055","Cavatore","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"001070","Cavour","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",29,"p","dato provvisorio"
"006056","Cella Monte","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"005033","Cellarengo","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"004060","Celle di Macra","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"005034","Celle Enomondo","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"004061","Centallo","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",68,"p","dato provvisorio"
"103021","Ceppo Morelli","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"003049","Cerano","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",60,"p","dato provvisorio"
"001071","Cercenasco","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",15,"p","dato provvisorio"
"001072","Ceres","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"006057","Cereseto","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"004062","Ceresole Alba","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",18,"p","dato provvisorio"
"001073","Ceresole Reale","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"005035","Cerreto d'Asti","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"006058","Cerreto Grue","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"004063","Cerretto Langhe","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"006059","Cerrina Monferrato","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"096018","Cerrione","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",15,"p","dato provvisorio"
"005036","Cerro Tanaro","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"004064","Cervasca","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",48,"p","dato provvisorio"
"002041","Cervatto","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"004065","Cervere","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",20,"p","dato provvisorio"
"001074","Cesana Torinese","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"103022","Cesara","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"005037","Cessole","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"004066","Ceva","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",38,"p","dato provvisorio"
"004067","Cherasco","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",77,"p","dato provvisorio"
"001075","Chialamberto","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"001076","Chianocco","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"001077","Chiaverano","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",12,"p","dato provvisorio"
"001078","Chieri","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",265,"p","dato provvisorio"
"001079","Chiesanuova","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"001080","Chiomonte","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"004068","Chiusa di Pesio","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",26,"p","dato provvisorio"
"001081","Chiusa di San Michele","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",10,"p","dato provvisorio"
"005038","Chiusano d'Asti","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"001082","Chivasso","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",192,"p","dato provvisorio"
"001083","Ciconio","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"002042","Cigliano","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",24,"p","dato provvisorio"
"004069","Cigliè","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"005039","Cinaglio","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"001084","Cintano","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"001085","Cinzano","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"001086","Ciriè","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",103,"p","dato provvisorio"
"005040","Cisterna d'Asti","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"002043","Civiasco","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"001087","Claviere","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"001089","Coazze","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",27,"p","dato provvisorio"
"005042","Cocconato","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"096019","Coggiola","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"001090","Collegno","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",343,"p","dato provvisorio"
"001091","Colleretto Castelnuovo","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"001092","Colleretto Giacosa","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"002045","Collobiano","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"003052","Comignago","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"001093","Condove","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",29,"p","dato provvisorio"
"006060","Coniolo","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"006061","Conzano","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"001094","Corio","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",20,"p","dato provvisorio"
"004072","Corneliano d'Alba","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",17,"p","dato provvisorio"
"005044","Corsione","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"005045","Cortandone","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"005046","Cortanze","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"005047","Cortazzone","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"004073","Cortemilia","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",19,"p","dato provvisorio"
"005048","Cortiglione","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"004074","Cossano Belbo","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"001095","Cossano Canavese","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"096020","Cossato","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",69,"p","dato provvisorio"
"103023","Cossogno","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"005049","Cossombrato","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"006062","Costa Vescovato","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"002047","Costanzana","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"005050","Costigliole d'Asti","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",33,"p","dato provvisorio"
"004075","Costigliole Saluzzo","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",22,"p","dato provvisorio"
"002048","Cravagliana","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"004076","Cravanzana","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"103024","Craveggia","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"006063","Cremolino","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"002049","Crescentino","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",42,"p","dato provvisorio"
"003055","Cressa","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",15,"p","dato provvisorio"
"103025","Crevoladossola","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",20,"p","dato provvisorio"
"004077","Crissolo","JAN","popolazione al 1º gennaio","9","totale","Y0","0 anni","99","totale","2019","2019",2,"p","dato provvisorio"
